trip_id,user_id,pickup_point,dropoff_point,vehicle_type,distance_km,duration_min,fare_inr,payment_method,trip_date,user_rating
BLRTRIP100235,USER2976,Jayanagar,Bellandur,SUV,9.01,27.0,210.41,Cash,2024-02-16,4.0
BLRTRIP100236,USER6869,Electronic City,Vijayanagar,Mini,22.14,91.9,285.76,Card,2024-03-12,3.0
BLRTRIP100237,USER4999,Electronic City,Vijayanagar,Auto,22.14,63.6,229.78,Wallet,2024-01-15,5.0
BLRTRIP100238,USER8707,Banashankari,Koramangala,Auto,5.86,17.3,85.47,Cash,2024-03-10,3.0
BLRTRIP100239,USER5308,Koramangala,Whitefield,Mini,14.12,50.6,196.82,Card,2024-01-30,4.0
BLRTRIP100240,USER7606,Jayanagar,Whitefield,Sedan,17.63,67.7,275.68,Wallet,2024-01-14,4.0
BLRTRIP100241,USER4538,Indiranagar,Banashankari,Sedan,9.39,37.9,176.0,Card,2024-01-13,5.0
BLRTRIP100242,USER9132,Hennur,Indiranagar,Auto,7.17,23.0,97.12,Card,2024-01-11,4.0
BLRTRIP100243,USER2506,Whitefield,Vijayanagar,Sedan,23.47,100.7,362.14,Card,2024-03-15,3.0
BLRTRIP100244,USER4524,Jayanagar,Koramangala,Auto,3.52,11.6,63.35,Wallet,2024-04-14,4.0
BLRTRIP100245,USER6447,Banashankari,Jayanagar,Mini,2.34,8.2,61.57,Cash,2024-01-04,4.0
BLRTRIP100246,USER3454,Whitefield,Hebbal,Auto,18.68,51.6,196.17,Wallet,2024-02-28,4.0
BLRTRIP100247,USER8678,Rajajinagar,Yelahanka,SUV,13.03,51.7,287.07,UPI,2024-04-15,3.0
BLRTRIP100248,USER5005,Marathahalli,Electronic City,Mini,13.62,55.1,185.24,Card,2024-03-24,3.0
BLRTRIP100249,USER5122,Rajajinagar,Koramangala,SUV,10.01,30.0,232.52,UPI,2024-01-26,5.0
BLRTRIP100250,USER3416,Electronic City,BTM Layout,Mini,11.4,35.2,169.85,Cash,2024-02-25,3.0
BLRTRIP100251,USER8980,Banashankari,Hennur,Sedan,15.04,54.4,252.9,Wallet,2024-01-12,4.0
BLRTRIP100252,USER2919,Marathahalli,Hebbal,Auto,14.31,59.3,168.72,Card,2024-02-02,
BLRTRIP100253,USER5521,Vijayanagar,Koramangala,SUV,11.0,31.1,251.39,Wallet,2024-03-17,
BLRTRIP100254,USER2737,Rajajinagar,BTM Layout,Mini,10.42,45.9,162.67,Cash,2024-01-07,
BLRTRIP100255,USER7395,Yelahanka,Malleshwaram,SUV,11.21,42.0,257.82,Wallet,2024-02-13,
BLRTRIP100256,USER7786,Vijayanagar,Hebbal,Sedan,8.89,24.9,160.97,Wallet,2024-01-11,3.0
BLRTRIP100257,USER1449,Hebbal,Jayanagar,Mini,12.32,40.0,175.58,Cash,2024-04-27,5.0
BLRTRIP100258,USER7632,Basavanagudi,Malleshwaram,Sedan,6.76,27.8,135.48,Cash,2024-01-30,5.0
BLRTRIP100259,USER6594,Indiranagar,Hennur,SUV,7.17,27.9,187.84,Card,2024-02-28,5.0
BLRTRIP100260,USER9359,Whitefield,Banashankari,Auto,19.98,82.7,211.23,Cash,2024-01-17,4.0
BLRTRIP100261,USER5743,Malleshwaram,Rajajinagar,Auto,2.26,8.2,56.86,Cash,2024-01-28,4.0
BLRTRIP100262,USER1839,Indiranagar,MG Road,Auto,3.9,16.6,63.35,UPI,2024-01-12,
BLRTRIP100263,USER7415,Hennur,Bellandur,Mini,11.77,51.0,164.88,UPI,2024-02-12,5.0
BLRTRIP100264,USER3135,Indiranagar,Whitefield,Auto,11.82,49.7,138.37,Card,2024-03-12,5.0
BLRTRIP100265,USER4947,Rajajinagar,Bellandur,Auto,14.78,50.2,166.12,Cash,2024-04-11,
BLRTRIP100266,USER1033,MG Road,Marathahalli,Mini,10.17,39.4,155.97,Cash,2024-02-01,
BLRTRIP100267,USER6362,Kengeri,Marathahalli,Auto,23.27,74.6,236.7,Cash,2024-03-29,
BLRTRIP100268,USER2204,Jayanagar,Ulsoor,Sedan,7.08,27.7,151.58,Card,2024-04-25,3.0
BLRTRIP100269,USER4995,Bellandur,Kengeri,Mini,20.57,82.3,275.25,UPI,2024-04-28,3.0
BLRTRIP100270,USER3253,Malleshwaram,Indiranagar,Auto,8.48,33.6,105.35,Card,2024-04-03,4.0
BLRTRIP100271,USER1334,Koramangala,Rajajinagar,Auto,10.01,26.3,123.58,Cash,2024-01-14,
BLRTRIP100272,USER2005,Banashankari,Basavanagudi,Mini,2.65,10.8,65.96,Cash,2024-01-15,4.0
BLRTRIP100273,USER4104,BTM Layout,Yelahanka,Sedan,20.53,63.2,320.52,UPI,2024-04-30,3.0
BLRTRIP100274,USER3327,Yelahanka,Jayanagar,Sedan,19.54,73.7,313.89,Wallet,2024-02-04,
BLRTRIP100275,USER8789,Ulsoor,MG Road,Auto,1.79,5.0,52.73,Wallet,2024-04-16,5.0
BLRTRIP100276,USER3557,Marathahalli,Jayanagar,Mini,11.85,31.3,176.19,Card,2024-04-04,3.0
BLRTRIP100277,USER9604,Hebbal,BTM Layout,Sedan,13.41,39.7,223.83,Wallet,2024-01-21,5.0
BLRTRIP100278,USER7294,Bellandur,Ulsoor,Sedan,8.19,22.1,158.62,Wallet,2024-01-26,
BLRTRIP100279,USER4204,Koramangala,Vijayanagar,SUV,11.0,46.0,241.87,Wallet,2024-04-09,5.0
BLRTRIP100280,USER3316,Marathahalli,Jayanagar,SUV,11.85,52.9,260.23,Card,2024-01-03,4.0
BLRTRIP100281,USER9183,Electronic City,Rajajinagar,SUV,21.81,78.5,426.47,Cash,2024-01-28,3.0
BLRTRIP100282,USER1047,BTM Layout,MG Road,Auto,6.54,19.6,89.41,UPI,2024-02-11,5.0
BLRTRIP100283,USER8825,Basavanagudi,Banashankari,Sedan,2.65,8.3,84.65,Cash,2024-04-18,5.0
BLRTRIP100284,USER3577,BTM Layout,Whitefield,Mini,16.26,46.1,221.12,Wallet,2024-01-05,4.0
BLRTRIP100285,USER6097,Malleshwaram,Hebbal,Mini,4.31,15.3,95.61,Cash,2024-02-06,3.0
BLRTRIP100286,USER7170,Malleshwaram,Hennur,Mini,8.68,29.9,141.12,UPI,2024-04-15,
BLRTRIP100287,USER9657,Ulsoor,Indiranagar,Auto,2.72,6.9,54.58,Card,2024-02-05,5.0
BLRTRIP100288,USER3112,Banashankari,Malleshwaram,Sedan,9.39,38.2,178.65,UPI,2024-02-23,4.0
BLRTRIP100289,USER9911,Vijayanagar,Malleshwaram,Mini,4.75,17.6,97.19,UPI,2024-03-14,
BLRTRIP100290,USER5335,Electronic City,Bellandur,Sedan,10.82,45.3,196.68,Card,2024-04-14,5.0
BLRTRIP100291,USER2544,Hennur,Yelahanka,SUV,8.74,28.3,209.72,Wallet,2024-03-08,3.0
BLRTRIP100292,USER7956,Jayanagar,Hebbal,Mini,12.32,48.0,176.52,UPI,2024-01-28,
BLRTRIP100293,USER9395,BTM Layout,Malleshwaram,Sedan,10.59,27.6,183.54,UPI,2024-04-25,
BLRTRIP100294,USER5209,BTM Layout,Jayanagar,Sedan,2.0,5.9,75.47,Card,2024-04-01,5.0
BLRTRIP100295,USER7592,Whitefield,Jayanagar,Sedan,17.63,64.6,287.61,Cash,2024-04-22,5.0
BLRTRIP100296,USER6973,MG Road,Ulsoor,Auto,1.79,7.7,48.33,UPI,2024-02-07,5.0
BLRTRIP100297,USER8144,Marathahalli,Hebbal,Sedan,14.31,63.9,236.61,UPI,2024-04-07,3.0
BLRTRIP100298,USER6451,Koramangala,Bellandur,SUV,5.6,20.1,162.93,Wallet,2024-01-27,3.0
BLRTRIP100299,USER1373,Yelahanka,Rajajinagar,Sedan,13.03,56.3,226.54,Card,2024-01-01,
BLRTRIP100300,USER9589,Kengeri,Vijayanagar,Auto,8.76,31.5,105.93,Card,2024-01-26,4.0
BLRTRIP100301,USER8327,Ulsoor,Marathahalli,SUV,8.92,34.5,208.22,UPI,2024-02-02,
BLRTRIP100302,USER7540,Rajajinagar,Koramangala,Auto,10.01,35.7,119.21,Cash,2024-03-03,3.0
BLRTRIP100303,USER9928,Malleshwaram,Whitefield,Mini,19.89,50.8,254.75,UPI,2024-03-18,3.0
BLRTRIP100304,USER5447,Bellandur,Rajajinagar,Auto,14.78,50.5,163.4,Card,2024-04-23,5.0
BLRTRIP100305,USER3686,Rajajinagar,Koramangala,Mini,10.01,31.1,154.8,UPI,2024-04-05,3.0
BLRTRIP100306,USER9558,Ulsoor,Kengeri,Auto,16.2,70.2,175.28,UPI,2024-03-23,
BLRTRIP100307,USER4563,Vijayanagar,MG Road,SUV,7.76,29.7,195.17,Cash,2024-04-29,3.0
BLRTRIP100308,USER8605,Vijayanagar,Jayanagar,Sedan,8.87,36.6,175.11,Wallet,2024-02-05,3.0
BLRTRIP100309,USER2052,Koramangala,Electronic City,Auto,12.24,55.1,146.23,Card,2024-04-02,3.0
BLRTRIP100310,USER3082,Koramangala,Ulsoor,Mini,5.43,15.5,99.5,UPI,2024-02-03,
BLRTRIP100311,USER4126,Basavanagudi,Indiranagar,SUV,7.91,28.9,194.01,UPI,2024-02-05,4.0
BLRTRIP100312,USER9368,Banashankari,Bellandur,Mini,11.33,45.2,174.01,Cash,2024-04-18,3.0
BLRTRIP100313,USER4546,Basavanagudi,BTM Layout,Mini,4.86,15.1,90.56,Card,2024-02-12,5.0
BLRTRIP100314,USER2862,Electronic City,Hebbal,Mini,23.89,76.0,306.78,Card,2024-03-19,3.0
BLRTRIP100315,USER5225,MG Road,Koramangala,Mini,4.92,21.0,95.33,Cash,2024-03-21,3.0
BLRTRIP100316,USER9655,Whitefield,Malleshwaram,Mini,19.89,74.1,259.12,Wallet,2024-04-07,3.0
BLRTRIP100317,USER5693,Koramangala,Hebbal,SUV,11.75,39.2,262.17,UPI,2024-04-30,3.0
BLRTRIP100318,USER3024,Hennur,MG Road,SUV,7.89,30.5,197.6,Cash,2024-01-15,3.0
BLRTRIP100319,USER7606,Indiranagar,Marathahalli,Auto,6.29,23.2,95.83,Card,2024-01-24,4.0
BLRTRIP100320,USER5871,BTM Layout,Hennur,Mini,13.74,52.4,193.47,Card,2024-01-31,5.0
BLRTRIP100321,USER7833,Ulsoor,Rajajinagar,Sedan,7.26,27.8,147.42,UPI,2024-02-10,3.0
BLRTRIP100322,USER1661,Koramangala,Vijayanagar,Auto,11.0,35.5,131.19,Card,2024-02-26,
BLRTRIP100323,USER7392,Hennur,Rajajinagar,Auto,10.91,34.4,134.99,Card,2024-01-17,
BLRTRIP100324,USER8104,Hebbal,Indiranagar,Sedan,8.93,36.3,171.85,Cash,2024-03-12,
BLRTRIP100325,USER8093,Bellandur,Basavanagudi,Sedan,11.09,49.6,191.06,Card,2024-02-14,3.0
BLRTRIP100326,USER4745,Malleshwaram,Indiranagar,Auto,8.48,24.7,113.95,Card,2024-03-20,5.0
BLRTRIP100327,USER9822,Electronic City,Koramangala,Sedan,12.24,38.4,218.92,Cash,2024-02-03,5.0
BLRTRIP100328,USER6370,Koramangala,BTM Layout,Auto,2.59,9.8,50.42,Card,2024-01-12,3.0
BLRTRIP100329,USER1900,Jayanagar,Indiranagar,Mini,7.27,24.9,116.0,UPI,2024-03-29,4.0
BLRTRIP100330,USER2477,Indiranagar,Malleshwaram,Mini,8.48,30.5,128.45,UPI,2024-02-26,4.0
BLRTRIP100331,USER3807,Banashankari,Kengeri,Mini,9.27,31.5,149.62,Cash,2024-02-04,
BLRTRIP100332,USER9167,Bellandur,Whitefield,SUV,8.85,39.3,214.2,Cash,2024-03-29,3.0
BLRTRIP100333,USER9988,Hennur,Jayanagar,Mini,13.43,51.1,193.74,Card,2024-01-02,5.0
BLRTRIP100334,USER9687,Koramangala,MG Road,Mini,4.92,22.0,91.98,Cash,2024-03-06,
BLRTRIP100335,USER4520,Bellandur,Indiranagar,Sedan,5.55,16.1,122.02,Cash,2024-04-09,3.0
BLRTRIP100336,USER4154,Electronic City,Banashankari,SUV,14.48,63.9,305.27,Wallet,2024-02-12,4.0
BLRTRIP100337,USER7102,Kengeri,Ulsoor,Sedan,16.2,50.5,266.78,Cash,2024-04-01,
BLRTRIP100338,USER1886,Vijayanagar,Banashankari,SUV,7.94,32.3,194.3,Cash,2024-03-26,5.0
BLRTRIP100339,USER7901,Jayanagar,Electronic City,SUV,13.28,42.7,289.91,Card,2024-04-03,3.0
BLRTRIP100340,USER9120,Koramangala,Indiranagar,Sedan,4.42,11.4,107.33,Cash,2024-01-12,5.0
BLRTRIP100341,USER1348,Basavanagudi,Electronic City,Sedan,16.17,71.0,268.5,Wallet,2024-03-20,5.0
BLRTRIP100342,USER5187,Basavanagudi,BTM Layout,Sedan,4.86,16.9,120.08,Wallet,2024-03-16,4.0
BLRTRIP100343,USER4750,Whitefield,Rajajinagar,Sedan,21.53,61.2,336.13,UPI,2024-01-22,4.0
BLRTRIP100344,USER2442,Rajajinagar,Banashankari,Auto,8.39,27.3,107.0,Card,2024-01-20,3.0
BLRTRIP100345,USER1631,Malleshwaram,Bellandur,SUV,13.79,48.6,298.68,UPI,2024-04-15,
BLRTRIP100346,USER4700,Banashankari,Yelahanka,SUV,20.37,75.1,401.79,UPI,2024-03-19,
BLRTRIP100347,USER2662,Marathahalli,BTM Layout,Auto,10.58,46.4,125.94,UPI,2024-03-11,
BLRTRIP100348,USER3732,Hebbal,Koramangala,SUV,11.75,46.0,253.97,Card,2024-01-26,5.0
BLRTRIP100349,USER1519,Banashankari,Kengeri,SUV,9.27,25.0,214.46,Card,2024-03-03,
BLRTRIP100350,USER3765,Bellandur,MG Road,Mini,8.89,22.8,138.15,UPI,2024-04-05,4.0
BLRTRIP100351,USER7027,Indiranagar,Whitefield,Mini,11.82,47.9,169.12,Card,2024-04-10,4.0
BLRTRIP100352,USER9049,BTM Layout,Rajajinagar,SUV,10.42,43.6,240.27,Card,2024-04-08,3.0
BLRTRIP100353,USER9899,MG Road,Marathahalli,SUV,10.17,28.4,240.74,Cash,2024-03-17,3.0
BLRTRIP100354,USER3793,Hennur,Bellandur,Auto,11.77,33.7,142.69,UPI,2024-01-16,3.0
BLRTRIP100355,USER6683,MG Road,Indiranagar,Auto,3.9,14.3,61.16,UPI,2024-04-05,5.0
BLRTRIP100356,USER8339,Electronic City,Rajajinagar,SUV,21.81,89.6,421.04,Card,2024-04-27,3.0
BLRTRIP100357,USER4206,Bellandur,Rajajinagar,Mini,14.78,60.6,212.33,Card,2024-02-16,3.0
BLRTRIP100358,USER9522,Koramangala,Hennur,SUV,11.38,49.5,259.66,Cash,2024-04-16,4.0
BLRTRIP100359,USER5900,Malleshwaram,Bellandur,SUV,13.79,61.4,288.7,Wallet,2024-03-04,5.0
BLRTRIP100360,USER3725,Bellandur,Koramangala,Sedan,5.6,21.7,129.97,Card,2024-01-13,4.0
BLRTRIP100361,USER3043,Yelahanka,Electronic City,Sedan,30.5,110.4,453.05,Cash,2024-03-07,4.0
BLRTRIP100362,USER8721,Malleshwaram,Jayanagar,SUV,9.09,23.1,218.01,Wallet,2024-02-12,5.0
BLRTRIP100363,USER2350,Kengeri,Indiranagar,Auto,17.78,58.8,191.79,Card,2024-03-26,5.0
BLRTRIP100364,USER6357,Koramangala,Marathahalli,Sedan,8.34,30.4,161.16,Cash,2024-03-14,3.0
BLRTRIP100365,USER6148,Malleshwaram,Indiranagar,Mini,8.48,36.2,128.84,UPI,2024-02-17,5.0
BLRTRIP100366,USER4666,Hebbal,Jayanagar,Sedan,12.32,38.6,210.68,UPI,2024-01-27,4.0
BLRTRIP100367,USER7582,MG Road,Yelahanka,Auto,13.99,43.1,159.99,Cash,2024-04-22,3.0
BLRTRIP100368,USER5550,MG Road,Electronic City,SUV,17.16,76.2,350.73,UPI,2024-03-17,5.0
BLRTRIP100369,USER7111,Bellandur,Electronic City,Sedan,10.82,27.6,194.89,Card,2024-02-11,3.0
BLRTRIP100370,USER3836,Indiranagar,MG Road,Sedan,3.9,16.8,108.76,Card,2024-01-17,4.0
BLRTRIP100371,USER1959,Hebbal,Indiranagar,Sedan,8.93,35.6,167.67,Card,2024-01-14,5.0
BLRTRIP100372,USER6191,Banashankari,Koramangala,Mini,5.86,23.8,101.95,Cash,2024-03-23,
BLRTRIP100373,USER6212,BTM Layout,Bellandur,Mini,7.47,33.3,131.56,Cash,2024-02-22,4.0
BLRTRIP100374,USER4230,Electronic City,Whitefield,SUV,16.58,43.4,340.59,Cash,2024-01-15,3.0
BLRTRIP100375,USER6312,Jayanagar,Malleshwaram,SUV,9.09,36.5,222.32,UPI,2024-03-15,3.0
BLRTRIP100376,USER4050,Rajajinagar,BTM Layout,Auto,10.42,28.0,122.93,Cash,2024-02-07,
BLRTRIP100377,USER9979,Yelahanka,Vijayanagar,Sedan,15.15,46.0,255.38,UPI,2024-02-21,5.0
BLRTRIP100378,USER5652,Malleshwaram,Ulsoor,Sedan,5.78,22.0,132.81,Card,2024-02-09,4.0
BLRTRIP100379,USER6486,Hebbal,Whitefield,Auto,18.68,81.9,195.3,Wallet,2024-03-03,4.0
BLRTRIP100380,USER7692,Jayanagar,Hennur,Sedan,13.43,42.6,224.96,UPI,2024-04-07,3.0
BLRTRIP100381,USER6464,Jayanagar,Electronic City,Auto,13.28,52.7,155.61,Card,2024-02-21,
BLRTRIP100382,USER6481,Indiranagar,Banashankari,Mini,9.39,32.3,152.2,Wallet,2024-03-06,
BLRTRIP100383,USER5745,Koramangala,MG Road,Mini,4.92,21.0,99.73,Card,2024-04-20,5.0
BLRTRIP100384,USER2556,Vijayanagar,MG Road,SUV,7.76,31.0,195.16,UPI,2024-01-18,
BLRTRIP100385,USER5382,Electronic City,Marathahalli,Mini,13.62,47.1,187.68,Card,2024-04-12,3.0
BLRTRIP100386,USER1839,Whitefield,Marathahalli,SUV,5.81,15.9,170.63,UPI,2024-01-29,5.0
BLRTRIP100387,USER2021,BTM Layout,Koramangala,SUV,2.59,7.4,111.86,UPI,2024-04-28,
BLRTRIP100388,USER7274,Marathahalli,Indiranagar,SUV,6.29,18.8,178.31,Wallet,2024-02-25,3.0
BLRTRIP100389,USER4325,Hebbal,Hennur,SUV,5.52,21.0,153.8,Card,2024-02-08,5.0
BLRTRIP100390,USER6167,Vijayanagar,Ulsoor,Sedan,9.28,39.4,177.81,Card,2024-03-28,5.0
BLRTRIP100391,USER1278,Banashankari,Koramangala,Mini,5.86,18.5,109.6,Card,2024-03-10,
BLRTRIP100392,USER8182,Indiranagar,Ulsoor,SUV,2.72,9.0,122.94,Wallet,2024-04-18,
BLRTRIP100393,USER1544,Banashankari,Bellandur,SUV,11.33,41.5,253.44,Cash,2024-03-20,3.0
BLRTRIP100394,USER2289,Electronic City,Banashankari,Mini,14.48,41.1,198.0,Cash,2024-01-14,5.0
BLRTRIP100395,USER5015,Kengeri,Yelahanka,Mini,23.85,60.0,300.04,Cash,2024-04-09,
BLRTRIP100396,USER1536,Bellandur,Ulsoor,Mini,8.19,23.7,129.39,Card,2024-04-29,
BLRTRIP100397,USER4188,Bellandur,Whitefield,SUV,8.85,23.3,210.85,Cash,2024-02-26,3.0
BLRTRIP100398,USER3852,Banashankari,Yelahanka,Sedan,20.37,66.8,319.31,Card,2024-01-26,4.0
BLRTRIP100399,USER5572,Yelahanka,BTM Layout,Mini,20.53,68.4,266.46,UPI,2024-01-02,4.0
BLRTRIP100400,USER8102,Koramangala,Vijayanagar,Mini,11.0,39.5,169.34,Card,2024-04-02,
BLRTRIP100401,USER7912,Electronic City,Malleshwaram,Auto,21.79,55.7,226.3,Wallet,2024-03-07,
BLRTRIP100402,USER9742,Vijayanagar,Malleshwaram,SUV,4.75,17.8,146.2,Cash,2024-01-02,3.0
BLRTRIP100403,USER3848,Malleshwaram,Koramangala,Sedan,9.63,42.0,172.72,Card,2024-01-03,
BLRTRIP100404,USER5118,BTM Layout,Electronic City,Auto,11.4,36.4,136.59,Card,2024-02-16,5.0
BLRTRIP100405,USER5704,Rajajinagar,Hennur,Sedan,10.91,30.7,195.94,Card,2024-04-04,5.0
BLRTRIP100406,USER2906,Jayanagar,BTM Layout,Sedan,2.0,6.6,76.4,Card,2024-04-19,
BLRTRIP100407,USER6163,Whitefield,Kengeri,Auto,29.08,130.2,301.3,Card,2024-04-03,
BLRTRIP100408,USER9507,Bellandur,Malleshwaram,Auto,13.79,36.7,156.77,Card,2024-04-10,4.0
BLRTRIP100409,USER5914,Jayanagar,Indiranagar,Sedan,7.27,31.6,145.53,Wallet,2024-04-22,4.0
BLRTRIP100410,USER3285,Rajajinagar,Marathahalli,Auto,16.11,41.1,178.12,Cash,2024-03-01,4.0
BLRTRIP100411,USER5600,Banashankari,Malleshwaram,SUV,9.39,38.1,216.59,UPI,2024-01-06,4.0
BLRTRIP100412,USER9891,Koramangala,Malleshwaram,Sedan,9.63,40.0,181.92,Wallet,2024-04-10,4.0
BLRTRIP100413,USER8264,Yelahanka,Jayanagar,SUV,19.54,57.3,384.19,Card,2024-03-25,5.0
BLRTRIP100414,USER8149,Vijayanagar,Whitefield,Mini,23.47,76.2,299.11,Cash,2024-03-18,
BLRTRIP100415,USER7212,Vijayanagar,Basavanagudi,Auto,5.97,15.2,86.22,Wallet,2024-03-10,4.0
BLRTRIP100416,USER8218,Koramangala,Kengeri,Mini,15.01,59.7,200.55,Wallet,2024-04-12,5.0
BLRTRIP100417,USER2696,Yelahanka,Electronic City,Sedan,30.5,106.1,454.91,Wallet,2024-01-13,3.0
BLRTRIP100418,USER8449,Rajajinagar,Indiranagar,SUV,9.82,37.4,222.36,Cash,2024-01-04,3.0
BLRTRIP100419,USER1846,Whitefield,Bellandur,Mini,8.85,33.3,139.95,Card,2024-02-27,4.0
BLRTRIP100420,USER9506,Vijayanagar,Banashankari,Mini,7.94,26.7,123.66,Wallet,2024-03-07,5.0
BLRTRIP100421,USER2688,BTM Layout,Bellandur,Mini,7.47,28.9,130.55,Cash,2024-03-18,4.0
BLRTRIP100422,USER9050,Yelahanka,Ulsoor,Mini,13.24,45.9,192.92,Cash,2024-04-05,3.0
BLRTRIP100423,USER5437,Jayanagar,Hebbal,SUV,12.32,38.9,271.89,Card,2024-01-25,3.0
BLRTRIP100424,USER6443,Basavanagudi,Ulsoor,Auto,6.67,18.4,86.6,Card,2024-03-16,3.0
BLRTRIP100425,USER9996,Hebbal,Ulsoor,Auto,6.52,18.5,96.36,UPI,2024-03-31,3.0
BLRTRIP100426,USER5381,Yelahanka,Ulsoor,Sedan,13.24,53.0,218.46,UPI,2024-01-07,4.0
BLRTRIP100427,USER1589,Malleshwaram,Banashankari,Sedan,9.39,34.6,172.25,Wallet,2024-01-28,
BLRTRIP100428,USER9548,Rajajinagar,Basavanagudi,Mini,5.92,18.0,103.28,UPI,2024-02-18,
BLRTRIP100429,USER1582,Marathahalli,Bellandur,Sedan,3.5,9.7,93.53,Wallet,2024-04-22,
BLRTRIP100430,USER1694,Kengeri,MG Road,Mini,14.41,53.2,202.0,UPI,2024-03-06,5.0
BLRTRIP100431,USER5920,Electronic City,Kengeri,Auto,22.28,93.9,227.46,UPI,2024-03-23,3.0
BLRTRIP100432,USER9657,Banashankari,Indiranagar,Auto,9.39,26.8,114.6,UPI,2024-04-23,
BLRTRIP100433,USER4591,Marathahalli,Rajajinagar,SUV,16.11,40.9,328.98,Card,2024-04-01,3.0
BLRTRIP100434,USER1526,Banashankari,Basavanagudi,Sedan,2.65,6.6,82.87,Card,2024-02-03,3.0
BLRTRIP100435,USER3122,Whitefield,MG Road,Mini,15.71,48.1,213.02,Card,2024-02-16,5.0
BLRTRIP100436,USER4453,Indiranagar,Kengeri,SUV,17.78,54.3,361.77,Wallet,2024-03-05,
BLRTRIP100437,USER4960,Jayanagar,MG Road,Mini,5.71,24.8,103.63,Card,2024-01-18,3.0
BLRTRIP100438,USER6742,Marathahalli,Yelahanka,Sedan,19.17,70.4,306.88,UPI,2024-01-23,4.0
BLRTRIP100439,USER8176,Whitefield,Rajajinagar,Mini,21.53,61.6,285.58,Wallet,2024-04-06,5.0
BLRTRIP100440,USER5585,Rajajinagar,Kengeri,Mini,11.12,48.8,166.11,UPI,2024-01-17,
BLRTRIP100441,USER8454,Basavanagudi,Bellandur,Sedan,11.09,39.9,199.6,Cash,2024-02-27,4.0
BLRTRIP100442,USER3039,Banashankari,Yelahanka,Mini,20.37,87.4,268.63,UPI,2024-03-17,5.0
BLRTRIP100443,USER1153,Electronic City,MG Road,Sedan,17.16,51.7,272.02,Cash,2024-02-19,5.0
BLRTRIP100444,USER4694,Malleshwaram,Hennur,SUV,8.68,30.0,216.69,Cash,2024-01-05,5.0
BLRTRIP100445,USER9782,Marathahalli,Electronic City,SUV,13.62,39.7,286.56,UPI,2024-04-11,5.0
BLRTRIP100446,USER1337,Koramangala,Malleshwaram,Auto,9.63,35.9,120.74,Cash,2024-02-11,5.0
BLRTRIP100447,USER7412,Hennur,Ulsoor,Sedan,6.35,20.3,136.14,Cash,2024-02-07,5.0
BLRTRIP100448,USER4088,Ulsoor,Jayanagar,Auto,7.08,19.4,91.58,UPI,2024-03-09,
BLRTRIP100449,USER9497,Banashankari,Hennur,SUV,15.04,52.8,314.11,UPI,2024-02-01,4.0
BLRTRIP100450,USER2717,Yelahanka,Indiranagar,Auto,15.14,66.4,167.78,Card,2024-04-22,5.0
BLRTRIP100451,USER1434,Yelahanka,Vijayanagar,Mini,15.15,44.6,216.11,Wallet,2024-04-09,3.0
BLRTRIP100452,USER4526,Koramangala,Marathahalli,Sedan,8.34,36.8,153.75,Cash,2024-03-10,
BLRTRIP100453,USER1115,Banashankari,Electronic City,SUV,14.48,55.8,299.77,Cash,2024-01-09,5.0
BLRTRIP100454,USER6379,Vijayanagar,Yelahanka,Sedan,15.15,47.0,250.33,UPI,2024-01-16,3.0
BLRTRIP100455,USER2655,Whitefield,Ulsoor,Sedan,14.27,63.3,234.54,Cash,2024-03-17,
BLRTRIP100456,USER7715,BTM Layout,MG Road,Mini,6.54,23.4,116.87,Cash,2024-03-29,5.0
BLRTRIP100457,USER7707,BTM Layout,Vijayanagar,Sedan,10.82,32.7,200.03,Card,2024-04-28,4.0
BLRTRIP100458,USER5620,Bellandur,Kengeri,Sedan,20.57,80.0,325.33,Wallet,2024-02-06,
BLRTRIP100459,USER2268,Rajajinagar,Jayanagar,Auto,8.65,29.6,103.31,Cash,2024-04-26,
BLRTRIP100460,USER1045,Basavanagudi,Rajajinagar,Mini,5.92,17.7,105.13,UPI,2024-04-24,
BLRTRIP100461,USER9207,Jayanagar,Hennur,Auto,13.43,47.4,158.31,UPI,2024-01-14,
BLRTRIP100462,USER6545,Vijayanagar,Rajajinagar,SUV,2.49,9.5,118.86,Cash,2024-02-23,3.0
BLRTRIP100463,USER1175,Hennur,Basavanagudi,SUV,12.75,43.6,280.78,Cash,2024-03-06,5.0
BLRTRIP100464,USER4366,BTM Layout,Banashankari,Auto,4.02,17.1,61.98,Wallet,2024-02-15,4.0
BLRTRIP100465,USER3918,Vijayanagar,BTM Layout,SUV,10.82,35.1,242.81,Wallet,2024-04-29,
BLRTRIP100466,USER4323,Indiranagar,Bellandur,Sedan,5.55,20.0,119.31,Wallet,2024-03-08,
BLRTRIP100467,USER1812,Whitefield,Marathahalli,Sedan,5.81,19.3,131.63,Cash,2024-02-27,3.0
BLRTRIP100468,USER4360,Hennur,BTM Layout,Auto,13.74,43.4,155.61,UPI,2024-02-11,3.0
BLRTRIP100469,USER8563,Banashankari,Kengeri,Mini,9.27,33.0,139.58,Wallet,2024-01-22,
BLRTRIP100470,USER8739,Vijayanagar,Banashankari,SUV,7.94,31.5,192.32,Wallet,2024-02-27,3.0
BLRTRIP100471,USER1823,Hebbal,Rajajinagar,Mini,6.47,26.2,119.07,UPI,2024-02-11,3.0
